artigoEmPeriodico	Claudia Almerinda de Souza Oliveira	2023	2526-1045		APLICAÇÃO DE UMA REDE NEURAL ARTIFICIAL YOLO PARA CONTROLE DE ESTOQUE POR IMAGENS EM UMA REVENDA DE AUTOPEÇAS	REGRASP - Revista para Graduandos / IFSP-Câmpus São Paulo	OLIVEIRA, C. A. S.; Soo Man Gimenes Brito ; Ricardo Pires		
artigoEmPeriodico	Claudia Almerinda de Souza Oliveira	2021	2319-0566	http://dx.doi.org/10.22481/recuesb.v9i15.8638	PERCEPÇÕESDA APLICAÇÃO DOPROJETO ?EMPODERAMENTO FEMININO ATRAVÉS DA GERAÇÃO DE RENDA PELAS VENDAS?	REVISTA EXTENSÃO & CIDADANIA	OLIVEIRA, C. A. S.; SANTANA, K. O. ; BASILE, F. R. M. ; HOMEM, T. P. D.		
trabalhoCompletoEmCongresso	Claudia Almerinda de Souza Oliveira	2018		O Proeja no IFSP e uma perspectiva para o Câmpus São Paulo Pirituba	IV CONEPT - Congresso de Educação Profissional e Tecnológica do IFSP	OLIVEIRA, C. A. S.; MARIOTO, R. R.		
artigoEmPeriodico	Eudes Müller D'Oliveira Santos	2017	2525-9350		Comparative study of thermal calculations of an Otto cycle internal combustion engine with results of experimental tests	Acta Mechanìca et Mobilitatem	SANTOS, E. M. D.; SOTO, F. P.		
trabalhoCompletoEmCongresso	Eudes Müller D'Oliveira Santos	2018	http://dx.doi.org/10.26678/ABCM.ENCIT2018.CIT18-0360	TECHNICAL AND ECONOMIC ANALYSIS OF A COGENERATION PLANT FOR A BRAZILIAN SCENARIO	Brazilian Congress of Thermal Sciences and Engineering	SANTOS, EUDES		
trabalhoCompletoEmCongresso	Eudes Müller D'Oliveira Santos	2017		Dimensionamento de um Sistema de Alta Temperatura Utilizando Energia Solar e um Sistema Auxiliar para Processos de Pirólise	XII Latin-American Congress on Electricity	AYALA, G. R. C. ; CORONADO, C. J. R. ; NASCIMENTO, M. A. R. ; ROBERTS, J. J. ; SANTOS, E. M. D.		
artigoEmPeriodico	Fernando Cesar Mendonca	2023	2674-8185		Fusões e Aquisições no Setor Bancário: Estudo de Eventos na Década Marcada pela Crise no Sistema Financeiro Internacional (2001 A 2011)	Revista Inovação Social	LOPES, L. ; MENDONCA, F. C. ; SANTOS, P. C. S.		
artigoEmPeriodico	Fernando Cesar Mendonca	2021	2674-8185		Acessibilidade e Legislação no Brasil ? Um estudo na CPTM	Revista Inovação Social	SILVA, L. R. ; ROSSI, F. L. ; FEITOSA, W. R. ; ROSSETI, W. ; MENDONCA, F. C. ; BARBOSA, R.		
artigoEmPeriodico	Fernando Cesar Mendonca	2021	2674-8185		Gestão de Documentos e a sua Importância no Gerenciamento de Projetos	Revista Inovação Social	SOUSA, J. Z. ; ROSSI, F. L. ; FEITOSA, W. R. ; ROSSETI, W. ; MENDONCA, F. C. ; BARBOSA, R.		
artigoEmPeriodico	Fernando Cesar Mendonca	2021	2674-8185		Ferramentas do Marketing Digital como Estratégia de Consolidação de Marca: Um Estudo Sobre C6 Bank	Revista Inovação Social	SANCHEZ, R. T. ; ROSSI, F. L. ; FEITOSA, W. R. ; ROSSETI, W. ; MENDONCA, F. C. ; BARBOSA, R.		
artigoEmPeriodico	Fernando Cesar Mendonca	2021	2674-8185		Overbooking: Uma Gestão de Conflitos Operacionais de uma Companhia Aérea	Revista Inovação Social	OLIVEIRA, M. T. M. ; FEITOSA, W. R. ; MENDONCA, F. C. ; ROSSETI, W. ; BARBOSA, R. ; ROSSI, F. L.		
trabalhoCompletoEmCongresso	Fernando Cesar Mendonca	2019	http://dx.doi.org/10.1007/978-3-030-75680-2_5	A simulação como ferramenta didática para o curso de Engenharia de Produção	Simpep	MENDONCA, F. C.; FABRE, J. M. S.		
trabalhoCompletoEmCongresso	Fernando Cesar Mendonca	2019		Transporte Rodoviário: os principais riscos ocupacionais no cotidiano dos motoristas de caminhão	Simpósio de Engenharia de Produção	ROTTA, I. S. ; MENDONCA, F. C.		
trabalhoCompletoEmCongresso	Fernando Cesar Mendonca	2018		Filosofia Lean em serviços - uma revisão bibliográfica	VIII Congresso Brasileiro de Engenharia de Produção	MENDONCA, F. C.; ROTTA, I. S.		
trabalhoCompletoEmCongresso	Fernando Cesar Mendonca	2017		ANÁLISE DE ESTOQUE: O CASO DOS PALETES EM UMA EMPRESA DE PAPEL E CELULOSE	V Simep	MENDONCA, F. C.; ROTTA, I. S.		
trabalhoCompletoEmCongresso	Fernando Cesar Mendonca	2017		METODOLOGIA DE SELEÇÃO DE FORNECEDORES EM UMA MICROEMPRESA DO RAMO COMERCIAL UTILIZANDO O METODO AHP	V Simep	MENDONCA, F. C.; ROTTA, I. S.		
artigoEmPeriodico	Fernando Luis Rossi	2024	2468-6018	http://dx.doi.org/10.1016/j.ifacsc.2024.100279	An objective review and perspectives on the permutation flowshop scheduling with no-wait constraint and setup times	Ifac Journal Of Systems And Control	NAGANO, MARCELO S. ; JUNQUEIRA, VIVIANE S.V. ; ROSSI, Fernando L.		
artigoEmPeriodico	Fernando Luis Rossi	2024	2371-8366	http://dx.doi.org/10.5267/j.jpm.2023.9.001	A two-stage iterated greedy algorithm and a multi-objective constructive heuristic for the mixed no-idle flowshop scheduling problem to minimize makespan subject to total completion time	Journal Of Project Management	NAGANO, MARCELO SEIDO ; ROSSI, FERNANDO LUIS		
